Id Person;Name;Profession;Known For Titles
nm1532523;Eshom Nelms;producer,director,actor;tt10310140,tt3881680,tt0454907,tt1942913
nm1534497;Ian Nelms;producer,director,writer;tt10310140,tt3881680,tt0454907,tt1942913
nm1535961;Mika Koskinen;editorial_department,editor,writer;tt2088870,tt2088751,tt0399547,tt2060565
nm1543747;Reed Morano;director,cinematographer,producer;tt5834204,tt6169694,tt3529656,tt1817273
nm1547964;Richard Ayoade;actor,writer,director;tt1440292,tt1825157,tt0487831,tt1298649
nm1548089;Pola Beck;director,writer,assistant_director;tt2249824,tt7360470,tt0857314,tt3669656
nm1560977;Cary Joji Fukunaga;producer,director,writer;tt1365050,tt1127715,tt2382320,tt2356777
nm1561205;Hadi Hajaig;producer,writer,director;tt1598873,tt2316479,tt11650226,tt0413172
nm1571761;Sian Heder;writer,producer,director;tt10366460,tt2372162,tt8000674,tt0800350
nm1580671;Jon S. Baird;director,writer,producer;tt1450321,tt12758060,tt3385524,tt3186130
nm1580685;Thorbjørn Christoffersen;art_department,animation_department,director;tt0386820,tt7367960,tt1095423,tt1629374
nm1589546;Kazuaki Kiriya;director,producer,writer;tt0405821,tt27540253,tt1054122,tt2493486
nm1594248;Alexandre Astier;writer,actor,composer;tt0441059,tt0406709,tt8001346,tt9844322
nm1601862;Kresten Vestbjerg Andersen;visual_effects,animation_department,art_director;tt0386820,tt1629374,tt1095423,tt1560987
nm1630273;Phyllida Lloyd;director,miscellaneous,producer;tt0795421,tt1007029,tt9902160,tt6911608
nm1637865;Anthony Wonke;director,producer,miscellaneous;tt32915592,tt2620290,tt3401232,tt0133302
nm1641306;Taneli Mustonen;director,writer,producer;tt3743042,tt12390572,tt29343289,tt3672640
nm1642866;Jonathan Baker;actor,producer,director;tt8549914,tt3481634,tt10308928,tt7050946
nm1650283;Espen Sandberg;director,producer,executive;tt1613750,tt1029235,tt11116912,tt0416496
nm1654324;Mark McQueen;director,editorial_department,assistant_director;tt1453245,tt0471041,tt1999525,tt5254610
nm1671943;Franny Armstrong;director,producer,writer;tt1300563,tt0458425,tt0424055,tt16360652
nm1673756;Jan-Ole Gerster;director,writer,actor;tt1954701,tt7275830,tt0301357,tt27796126
nm1680298;Atiq Rahimi;writer,director,actor;tt0420715,tt1638353,tt8690948,tt1999822
nm1698691;Simon Cathcart;director,actor,writer;tt0465616,tt0421746,tt1022932
nm1701024;Nadine Labaki;actress,director,writer;tt1772424,tt8267604,tt0825236,tt7725384
nm1705578;Barbara Bialowas;director,writer,actress;tt10886166,tt2226301,tt13685890,tt12996154
nm1712290;Dino Castelli;assistant_director,miscellaneous,actor;tt1391759,tt0438488,tt0090887,tt4566758
nm1714255;Elliott Lester;director,producer,actor;tt1297919,tt4581576,tt3042800,tt4185370
nm1717924;Jan Komasa;director,miscellaneous,writer;tt1808454,tt9506474,tt3765326,tt8649186
nm1717925;Bart Layton;producer,writer,director;tt6212478,tt1966604,tt1020109,tt24132732
nm1726844;Brendan Foley;writer,producer,director;tt31322085,tt12366990,tt8409626,tt0790741
nm1732981;Martin McDonagh;writer,director,producer;tt0780536,tt1931533,tt5027774,tt11813216
nm1746948;Brian O'Malley;director,writer,assistant_director;tt12908464,tt6964748,tt7809420,tt4399952
nm1750425;Caroline Fourest;director,writer,producer;tt11725162,tt7858472,tt7117684,tt1156074
nm1754436;Sophie Barthes;director,writer,producer;tt1127877,tt2334733,tt2812624,tt0825668
nm1780037;Céline Sciamma;writer,director,actress;tt8613070,tt13204490,tt1847731,tt0869977
nm1786164;Olaf de Fleur Johannesson;producer,director,editor;tt0814005,tt1687856,tt0470671,tt1479688
nm1791902;Hèctor Hernández Vicens;writer,director,producer;tt15342494,tt4441280,tt3053228,tt2125514
nm1793079;Fede Alvarez;writer,producer,director;tt18412256,tt4160708,tt1288558,tt5177088
nm1804518;Donovan Marsh;director,writer,producer;tt2585072,tt0463302,tt1059969,tt1846589
nm1823550;Óskar Thór Axelsson;director,writer,cinematographer;tt1860181,tt6770148,tt4966532,tt0464278
nm1835055;Damien Macé;visual_effects,director,writer;tt1735898,tt0409459,tt1631867,tt0499549
nm1841577;László Nemes;director,writer,assistant_director;tt3808342,tt0830981,tt5855772,tt1592210
nm1857340;Reg Traviss;director,writer,producer;tt3475596,tt1351784,tt30759260,tt14190372
nm1863341;Lino DiSalvo;director,producer,animation_department;tt2294629,tt0398286,tt22085924,tt0397892
nm1883612;Àlex Pastor;writer,producer,director;tt0806203,tt14400246,tt1935914,tt0441462
nm1902232;Tony Leondis;writer,director,actor;tt4877122,tt0126029,tt0465502,tt0120794
nm1917116;Paul Schoolman;writer,director,cinematographer;tt1956637,tt0082158,tt4630222,tt32764295
nm1921345;Steven C. Miller;director,editor,writer;tt15041836,tt3541524,tt3963816,tt2347497
nm1932690;Henrik Pilerud;director,writer,producer;tt11386832,tt0461814,tt18313252,tt18313332
nm1935753;Jerry Rothwell;director,producer,editor;tt0460766,tt4144504,tt9098928,tt5728684
nm1955897;Enrique Gato;director,producer,animation_department;tt1285169,tt0463755,tt1764625,tt3896100
nm1966532;Martin Owen;writer,director,producer;tt12553046,tt9472532,tt8400758,tt3655682
nm1993322;Timo Vuorensola;director,actor,writer;tt1034314,tt3038708,tt0472566,tt32123395
nm2008067;Galder Gaztelu-Urrutia;producer,director,writer;tt8228288,tt27729779,tt17677434,tt2066904
nm2014947;Borja Brun;director,editor,cinematographer;tt3094816,tt4552676,tt4125628,tt3919142
nm2015017;Noémie Saglio;writer,director,actress;tt4255626,tt4466362,tt9170638,tt29288566
nm2021984;Nathan Frankowski;director,writer,editor;tt1850418,tt9663168,tt6704894,tt1510925
nm2035118;Babak Anvari;producer,director,writer;tt4273292,tt15083184,tt5913798,tt1701187
nm2040537;Kim Farrant;director,writer,producer;tt14817272,tt2325977,tt7058080,tt11910278
nm2048708;Russell Owen;director,writer,producer;tt10196620,tt8406660,tt0429573,tt1400384
nm2050760;Ben Blaine;director,editor,writer;tt2885628,tt0483055,tt0825481,tt0892048
nm2052113;Chris Blaine;director,editor,writer;tt2885628,tt0483055,tt0825481,tt0892048
nm2062513;Giedre Beinoriute;director,writer,editor;tt1515736,tt8400850,tt3246158,tt4801448
nm2071123;Tor Mian;producer,writer,director;tt5665022,tt2216748,tt4066086,tt10004108
nm2075313;Paco Caballero;director,writer,assistant_director;tt4379450,tt4516006,tt2289928,tt15463246
nm2075487;Ross Stewart;art_department,animation_department,art_director;tt5198068,tt1623288,tt5814534,tt13651628
nm2100536;Matteo Rovere;producer,writer,director;tt7278824,tt10287954,tt4300480,tt10405220
nm2105585;Tobias Lindholm;writer,director,producer;tt10288566,tt2216240,tt2106476,tt3830162
nm2108205;Sid Bennett;director,producer,writer;tt1907779,tt0462133,tt25151186,tt0760139
nm2122478;Duke Johnson;director,producer,writer;tt2401878,tt1439629,tt0496349
nm2123102;Eran Creevy;director,writer,assistant_director;tt1684233,tt13210838,tt1104126,tt2126235
nm2127315;Autumn de Wilde;director,art_department,camera_department;tt9214832,tt6766384,tt13362036
nm2128139;Colm Bairéad;director,writer,editor;tt15109082,tt2953476,tt6168578,tt1645875
nm2128335;J Blakeson;director,writer,producer;tt9893250,tt1379177,tt14531774,tt6128262
nm2139803;Tim Mielants;director,writer,producer;tt27196021,tt26067432,tt7618604,tt11899030
nm2153088;Gareth Evans;producer,writer,director;tt1899353,tt2265171,tt6217306,tt2450186
nm2161247;Paco Cabezas;director,producer,writer;tt2628232,tt13443470,tt1312171,tt4604612
nm2165066;Carles Torrens;director,writer,assistant_director;tt1294984,tt2821104,tt1183374,tt27599851
nm2209002;Lars Klevberg;assistant_director,director,writer;tt3956872,tt8663516,tt5598292,tt10370710
nm2227524;Marc Brummund;director,writer,camera_department;tt3127698,tt0982890,tt3627968,tt1020516
nm2228615;Timothy Fielding;producer,writer,director;tt2184086,tt10041064,tt10041270,tt10041372
nm2249790;David Wagner;director,assistant_director,camera_department;tt15393652,tt5227902,tt0807705,tt2946422
nm2253409;Marçal Forés;director,writer,assistant_director;tt14463484,tt4077768,tt21245882,tt1100091
nm2260751;Sally El Hosaini;director,miscellaneous,writer;tt8745676,tt2076897,tt21451014,tt0947810
nm2264275;Colin Downey;cinematographer,director,writer;tt2076959,tt3731010,tt2701216,tt2609354
nm2275000;Christian Schwochow;director,producer,writer;tt1717152,tt1176699,tt7475578,tt6258718
nm2279406;D.J. Evans;director,writer;tt0800322,tt1991124,tt0498330,tt1837680
nm2293027;Sergi Vizcaino;director,editor,writer;tt1480266,tt1805218,tt0936502,tt2606078
nm2301944;Helena Mitchell;editor,director,writer;tt1139093,tt1334029,tt1358223,tt1356955
nm2305479;Bartosz M. Kowalski;director,writer,camera_department;tt6094760,tt2411896,tt33029349,tt11240506
nm2315216;Paula Ortiz;director,writer,producer;tt2734566,tt1423922,tt12410714,tt27599713
nm2320357;Antoni Nykowski;director,writer,editor;tt27876411,tt6531936,tt27174413,tt0826160
nm2339680;Nick Nevern;actor,director,writer;tt12982370,tt8804852,tt1525182,tt2360446
nm2341285;Petr Kazda;producer,director,writer;tt2953762,tt13599798,tt13777452,tt2084951
nm2344915;Pete Riski;director,editor,writer;tt0985025,tt16664592,tt5150318,tt3660428
nm2350538;Juan Carlos Saizarbitoria;director,producer,camera_department;tt1601470,tt2486278,tt23903846,tt1564566
nm2376614;Alexandre Bustillo;writer,director;tt0856288,tt11686490,tt2473750,tt2620590
nm2377660;Julien Maury;writer,director,cinematographer;tt0856288,tt11686490,tt2473750,tt2620590
nm2379028;Corin Hardy;director,producer,writer;tt2474976,tt5814060,tt2306546,tt1517237
nm2384495;Jake Astbury;cinematographer,producer,director;tt1356955,tt1399293,tt1583730,tt2235533
nm2386590;Suzi Ewing;director,writer;tt6210996
nm2389363;Vaughn Stein;director,writer,assistant_director;tt4463816,tt1735898,tt3358444,tt0816711
nm2391575;David Michôd;writer,producer,actor;tt7984766,tt1313092,tt2345737,tt4758646
nm2393910;Patrik Syversen;writer,director,actor;tt8235246,tt1054115,tt1735355,tt1020999
nm2403079;Dominic Burns;producer,writer,director;tt1827354,tt2040578,tt6521876,tt1390403
nm2457463;Christopher R. Watson;director,producer,writer;tt0970452,tt8230250,tt8040040,tt22816556
nm2472144;Katja Benrath;director,actress,writer;tt1604696,tt2333944,tt6333422,tt8773020
nm2482088;Tommy Wirkola;writer,director,producer;tt2832470,tt1536537,tt1278340,tt13109952
nm2528062;Alexis Wajsbrot;visual_effects,director,producer;tt6791350,tt1454468,tt3501632,tt6320628
nm2567805;Simon Savory;producer,actor,director;tt2282058,tt3877700,tt1017442,tt1311082
nm2588135;Benjamin Mousquet;animation_department,director,writer;tt0984029,tt31260224,tt8259916,tt12532368
nm2588606;Steve McQueen;director,producer,writer;tt2024544,tt1723811,tt0986233,tt4218572
nm2593537;Stephen Shimek;director,producer,writer;tt11773810,tt2170369,tt9578746,tt4877606
nm2606827;Tomás Weinreb;director,producer,writer;tt2953762,tt13599798,tt0985689,tt13777452
nm2620255;Claudio Noce;director,writer,producer;tt10798072,tt1383242,tt1010375,tt2559786
nm2623609;Hasraf Dulull;writer,director,producer;tt5723416,tt4575328,tt8115666,tt8525140
nm2652936;Matthew J. Lawrence;producer,director,editor;tt6714558,tt1027755,tt12104310,tt3593740
nm2661841;Álvaro García Gutiérrez;editor,producer,director;tt4957070,tt1565403,tt2500674,tt2013205
nm2670683;Ian McIntyre;actor,producer,director;tt0490114,tt1123976,tt0899191,tt0901507
nm2692858;Fernando González Molina;director,producer,writer;tt11623464,tt3202202,tt4924942,tt1272013
nm2704602;Oliver Irving;director,writer,editor;tt1057581,tt5115546,tt18398092
nm2717602;Carlota Pereda;script_department,director,writer;tt10399608,tt8286974,tt5612190,tt11638302
nm2722653;Sean Charmatz;art_department,animation_department,director;tt0206512,tt1679335,tt3513498,tt1911658
nm2735925;Wip Vernooij;director,art_department,animation_department;tt16449300,tt33996352,tt3280730,tt6042492
nm2756007;Dougal Wilson;director,writer,editor;tt5822536,tt11702284,tt30490736,tt6132816
nm2775497;Matthias Hoene;director,producer,writer;tt1362058,tt14432384,tt11077200,tt4652532
nm2830839;Ivan Kavanagh;writer,director,producer;tt5624466,tt2517658,tt1158939,tt1516584
nm2835452;Agnieszka Smoczynska;director,writer,miscellaneous;tt5278832,tt7051048,tt1140852,tt11052678
nm2838520;Tristan Loraine;producer,director,editor;tt2662218,tt2056694,tt1741711,tt7154952
nm2853069;Boris Kunz;director,writer,script_department;tt5546156,tt21308888,tt1744586,tt2499818
nm2868171;Simon Aboud;producer,director,writer;tt4560008,tt1900854
nm2903634;Christian Desmares;animation_department,art_department,director;tt3422078,tt0808417,tt6296094,tt7014378
nm2908199;Éric Warin;visual_effects,director,animation_department;tt5806814,tt0286244,tt2261287,tt1561341
nm2930013;Ayman Mokhtar;director,writer,producer;tt2146900,tt1189021
nm2934262;David Kleijwegt;director,writer,miscellaneous;tt10715268,tt8778078,tt0279569,tt19767374
nm2950998;Justin Trefgarne;writer,actor,miscellaneous;tt2720144,tt1957938,tt0414387,tt1235124
nm2953497;Joel Conroy;camera_department,producer,production_manager;tt1202056,tt2058673,tt1212428,tt1205052
nm2968894;Marianna Economou;director,producer,writer;tt10449094,tt31540829,tt2775780,tt10151800
nm2976372;Jorge Cassinello;director,writer,producer;tt2250077,tt1213824,tt1629249,tt4153922
nm2995040;Tom Large;producer,writer,director;tt2000441,tt4377942,tt1651072,tt2377414
nm3006131;Thurop Van Orman;writer,actor,producer;tt1178180,tt6095472,tt1754656,tt1305826
nm3034178;Desiree Akhavan;director,actress,writer;tt3077108,tt6257174,tt8050586,tt7649694
nm3077950;Declan Donnellan;director,writer;tt1440732,tt1262862,tt9011060,tt0389138
nm3078168;Nick Ormerod;director,writer;tt1440732,tt1262862,tt32908732,tt10687140
nm3079735;Spenser Cohen;writer,producer,director;tt5834426,tt3201640,tt14088510,tt3291150
nm3087706;Gregory Mandry;director,assistant_director,producer;tt9305130,tt1879073,tt1268208,tt25880582
nm3088151;Louis Clichy;art_department,director,writer;tt0910970,tt3759416,tt1049413,tt8001346
nm3094978;Srdjan Spasojevic;director,writer,producer;tt1273235,tt1935896,tt7395720,tt9047550
nm3114621;Alice Rohrwacher;director,writer,editor;tt14561712,tt6752992,tt1886502,tt3044244
nm3118478;Morgan Francis;director,animation_department,miscellaneous;tt7636600,tt3280730,tt4681302,tt1443631
nm3127153;Victor Danell;director,visual_effects,writer;tt14807348,tt5227746,tt4291654,tt1305808
nm3159991;Edvins Snore;miscellaneous,director,writer;tt1305871
nm3164213;Jan Tománek;writer,producer,director;tt1308650,tt3675804,tt2491648,tt1435565
nm3235590;Joseph Baker;writer,actor,director;tt2000441,tt2377414,tt1651072,tt3763434
nm3248639;Selene Kapsaski;director,writer,actress;tt2262129,tt13487430,tt10734872,tt5564918
nm3281319;Magnus von Horn;director,writer,miscellaneous;tt12443946,tt10236164,tt4150494,tt2009622
nm3282051;Charlotte Colbert;writer,director,producer;tt9340916,tt1367369,tt4887374,tt7340766
nm3302832;Matthew Bauer;producer,director,writer;tt2587214,tt1366668,tt21273714,tt32270981
nm3304468;John Maclean;director,writer,editor;tt3205376,tt1950304,tt1403981,tt0146882
nm3360961;Jorge Blanco;director,writer,visual_effects;tt0762125,tt33634433,tt2857458,tt0390699
nm3371961;Javier Abad;director,writer,actor;tt0762125,tt7214954,tt19626050,tt5040624
nm3372724;Reem Kherici;actress,writer,director;tt1657507,tt2420886,tt6009140,tt18113118
nm3374835;Damian Mc Carthy;director,writer,producer;tt26470109,tt1753891,tt7917178,tt3650494
nm3393440;Carl Tibbetts;director,writer,editor;tt2085059,tt2711738,tt20453286,tt2309295
nm3407375;Tom Green;director,writer,producer;tt1935302,tt14669602,tt1548850,tt5730690
nm3494602;Oliver Kienle;writer,director,producer;tt1454609,tt6047482,tt6258718,tt29538571
nm3511659;Mikkel Brænne Sandemose;director,actor,writer;tt7005636,tt8753438,tt1464535,tt2120776
nm3513907;Trevor Garlick;producer,director,writer;tt1467034,tt1466548,tt1915533
nm3515157;David Ryan Keith;director,cinematographer,writer;tt10473312,tt4705740,tt18284880,tt3242756
nm3515833;Adam Berg;director,producer,writer;tt6708668,tt1869486,tt29010034,tt15370704
nm3519173;Nora Fingscheidt;director,writer,assistant_director;tt8535968,tt11233960,tt11687002,tt7937070
nm3536350;Andrew Desmond;director,writer,actor;tt7149066,tt3468014,tt17526714,tt11708140
nm3564996;Oliver Hermanus;director,writer,producer;tt10699362,tt1922721,tt1483507,tt9051908
nm3582089;Carlos Martínez López;visual_effects,director,animation_department;tt4729430,tt0762125,tt3896100,tt2857458
nm3592235;Ritesh Batra;director,writer,producer;tt2350496,tt7778680,tt2051839,tt4827986
nm3632094;Delphine Lehericey;director,writer,actress;tt5373766,tt14328348,tt2311526,tt2311538
nm3686020;Mihkel Ulk;director,actor,editor;tt2523580,tt2323372,tt1543227,tt34230509
nm3691012;Albert Pintó;director,writer,producer;tt15789472,tt16288804,tt6468322,tt10952782
nm3705960;Michael Pearce;director,writer,producer;tt5628302,tt12800524,tt1754431,tt3185264
nm3734458;Rupert Goold;director,producer,writer;tt7549996,tt2273657,tt2262456,tt6253522
nm3781554;John McPhail;director,writer,editor;tt6433880,tt4934780,tt3480952,tt2664658
nm3789142;Mirko Pincelli;director,cinematographer,producer;tt14187448,tt4653202,tt26675536,tt30987540
nm3796124;Thanos Kermitsis;producer,editor,director;tt6555686,tt2182163,tt3740506,tt1849900
nm3810122;Mathew Cullen;director,writer,producer;tt3896178,tt2197576,tt1663662
nm3819217;Rose Glass;director,writer,location_management;tt7557108,tt19637052,tt3646644,tt1608540
nm3819792;Geoff Moore;writer,director,producer;tt1609479,tt3593960,tt1409758,tt1276957
nm3826513;Ranjit Tewari;writer,assistant_director,director;tt11260832,tt5697870,tt15315164,tt2385104
nm3834799;Charlotte Wells;producer,director,writer;tt19770238,tt4470296,tt7207674,tt6306190
nm3901911;Sergio Manfio;composer,writer,director;tt11521370,tt7139246,tt7801118,tt6559988
nm3950520;Jason Howden;visual_effects,director,writer;tt3705412,tt6902676,tt4978420,tt9783600
nm3997700;Houda Benyamina;writer,director,producer;tt4730986,tt2320057,tt1695900,tt7322210
nm4002487;Andy Tohill;editor,director,editorial_department;tt7512276,tt2248785,tt16307368,tt30802702
nm4015185;Jon Rosling;director,writer,producer;tt2774262,tt1849207,tt1397097,tt1951069
nm4071455;Iván Castell;editor,producer,director;tt9320300,tt3392390,tt1723030,tt16270906
nm4114638;Victor D. Ponten;producer,director,writer;tt1754392,tt8810204,tt6438398,tt12518988
nm4142927;Navot Papushado;writer,director,editor;tt2309224,tt8368408,tt1754000
nm4175844;Richard Lanni;writer,director,producer;tt5314190,tt1774596,tt6921526,tt0094547
nm4194530;Roberto del Piccolo;producer,writer,director;tt1935909,tt5178348,tt3146120,tt3674412
nm4204557;Damian Nenow;director,writer,visual_effects;tt2967856,tt1787092,tt11541582,tt9561862
nm4263190;Bilall Fallah;director,producer,actor;tt11946138,tt4008758,tt6438030,tt4919268
nm4357944;Anne Zohra Berrached;director,writer,assistant_director;tt5369484,tt2622156,tt9178020,tt2736604
nm4369079;André Rettedal;director,writer;tt1863245
nm4380726;Adam El-Sharawy;writer,director,editor;tt3406172,tt2301896,tt21450814
nm4396943;Andrew Gilbert;producer,director,writer;tt6876854,tt1893415,tt21622202,tt4921328
nm4399706;William Oldroyd;director,producer,writer;tt4291600,tt5198890,tt33035373,tt3400904
nm4461870;Fabio D'Innocenzo;writer,director,producer;tt8526370,tt6892446,tt13932304,tt6768578
nm4462605;Damiano D'Innocenzo;writer,director,producer;tt8526370,tt6892446,tt13932304,tt6768578
nm4466584;Maurizio del Piccolo;editor,director,producer;tt5178348,tt1935909,tt3146120,tt27647390
nm4469445;Julia Ducournau;director,writer,script_department;tt10944760,tt4954522,tt1937202,tt32275943
nm4498957;Lucas Pavetto;director,writer,editor;tt2820008,tt3061222,tt1980988,tt1964822
nm4572866;Adam Spinks;director,writer,producer;tt5550694,tt7513772,tt8041270,tt9742796
nm4618825;Raúl de la Fuente;director,writer,cinematographer;tt2967856,tt3288044,tt11312390,tt1013854
nm4633744;Ryan Tohill;art_department,director,art_director;tt7512276,tt13430420,tt0944947,tt16307368
nm4692370;Candida Brady;director,producer,writer;tt2401099,tt3590858,tt9867458,tt14671736
nm4698308;Jan-Willem Breure;producer,writer,director;tt2072045,tt7610196,tt30827865,tt27006071
nm4726444;Peter Stylianou;producer,writer,director;tt11428546,tt2847238,tt29792302,tt18603384
nm4776740;Matt Carter;visual_effects,camera_department,sound_department;tt7947604,tt3385354,tt1462764,tt6882604
nm4800248;Chanya Button;director,producer,writer;tt3627488,tt31433814,tt5859882,tt3006084
nm4816401;Adil El Arbi;director,producer,writer;tt11946138,tt4008758,tt6438030,tt4919268
nm4824763;Thea Sharrock;director,writer,producer;tt2674426,tt20234774,tt2262456,tt3661394
nm4861887;Torquil Jones;producer,director,writer;tt14079374,tt10607676,tt14079218,tt6864864
nm4888030;Ninian Doff;director,editor,writer;tt9735758,tt3569530,tt2226555,tt5587456
nm4902361;Maximilian Claussen;writer,producer,director;tt4055124,tt2243265,tt3177186
nm4966674;Zara Dwinger;director,writer,actress;tt22498452,tt25621886,tt8769940,tt13157778
nm4973558;Juanra Fernández;director,writer,cinematographer;tt8790384,tt26932234,tt2403419,tt4944688
nm5074360;Steven Murphy;actor,writer,producer;tt33362807,tt27417043,tt3364298,tt2172284
nm5084422;Andy Collier;producer,director,writer;tt5665022,tt3565550,tt10004108,tt7273282
nm5091631;Jeremy Zag;producer,music_department,writer;tt10364034,tt5797440,tt4590700,tt7655622
nm5117907;Mike Carter;writer,producer,director;tt2221732,tt2942196,tt5847734,tt8074170
nm5178362;Robert Cairns;camera_department,cinematographer,producer;tt9168706,tt5813206,tt5668790,tt5642902
nm5181732;Wyatt Rockefeller;producer,writer,director;tt9373688,tt29262423,tt3467122,tt3042942
nm5189984;Alex Frois;producer,director,writer;tt2301896,tt1298650,tt5962702,tt6330368
nm5231416;Juan Jesús García Galocha;art_director,animation_department,director;tt26530493,tt23177868,tt1764625,tt3381028
nm5269271;Amanda Eliasch;writer,producer,director;tt2393370,tt6740142
nm5471366;Rachel Hirons;writer,producer,director;tt5730690,tt7439748,tt3562890,tt2608726
nm5589501;Kristoffer Borgli;director,writer,editor;tt18816518,tt21942866,tt11388552,tt13056026
nm5668015;Nida Manzoor;writer,director,producer;tt18257464,tt10846104,tt7439560,tt0436992
nm5674075;Gabe Klinger;director,writer,editor;tt4446472,tt35748025,tt28655126,tt13670868
nm5679126;Ninja Thyberg;director,writer,producer;tt8550054,tt2922112,tt3454002,tt4493220
nm5824195;Ryan J. Fleming;miscellaneous,sound_department,director;tt3196418,tt10953226
nm5829997;Nana Obiri Yeboah;director,producer,writer;tt4055124,tt34269097,tt5992236,tt3345078
nm5926047;Feras Fayyad;director,writer,editor;tt6333074,tt7178226,tt6786306,tt9298602
nm6042315;Cosmin P. Zaharia;actor,producer,director;tt11295422,tt11576042,tt4287324,tt3233370
nm6066050;Josie Rourke;director,miscellaneous,writer;tt2328900,tt5569310,tt4682842,tt5536316
nm6205218;Anastasia Mikova;director,writer,assistant_director;tt7419466,tt3327994,tt30129099,tt0286398
nm6404917;Peter Noel;writer,director,producer;tt3566610,tt5095690,tt10017060,tt5145468
nm6641253;Helen Walsh;writer,director,producer;tt3876702,tt28501949,tt31936369
nm6643838;Mo Scarpelli;cinematographer,director,writer;tt7601098,tt4335808,tt11937670,tt6315156
nm6898073;Olesya Morgunets;director,editor,producer;tt4182266,tt10471386,tt21990200,tt7916122
nm7087685;Sid Sadowskyj;writer,director,producer;tt4702346,tt27672026
nm7174950;Luca Viotto;director,writer,cinematographer;tt5449776,tt6748042,tt4507646,tt5295134
nm7323661;Roydon Turner;director,producer,writer;tt5787290,tt13157750,tt4680790,tt4788868
nm7343521;Scott Elliott;writer,director,producer;tt4702346,tt27672026
nm7611461;Felix Schäfer;actor,director,writer;tt5208668,tt28006934,tt13010422,tt5778938
nm7686014;Graeme Alistair Scott;producer,director,writer;tt9718974,tt33570436,tt14217342,tt14217554
nm8754089;Mika Koskinen;producer,director,writer;tt4772908
nm9206790;Alek Kort;director,writer,miscellaneous;tt6227566
nm9808852;Riccardo Vecchione;director,writer,producer;tt8361898,tt9617588
nm9834016;Lucia Kasová;director,writer,actress;tt9497264,tt15762322,tt14391352,tt10564760
